Property ID,Property Type,Price (INR),Location,Bedrooms,Bathrooms,Square Footage,Amenities,Year Built,Property Description
PROP-0417,Condo,164565085,Greater Kailash,6,2,3631,"Clubhouse, Security",2007,"Ideal for families, located in a prime area."
PROP-0418,Condo,110221441,South Extension,1,2,3988,"Garden, Security, 24/7 Water Supply, Swimming Pool, Clubhouse",1996,"Ideal for families, located in a prime area."
PROP-0419,House,126005828,Chattarpur,6,1,1285,"Security, Gym, Lift, Power Backup",2003,Luxury property with top-notch features.
PROP-0420,Villa,72423896,Pitampura,4,1,4105,"Gym, Parking, Security, Garden, Lift",1983,Spacious and well-lit with modern amenities.
PROP-0421,Villa,87397912,Karol Bagh,5,3,3773,"Power Backup, Garden, Security, 24/7 Water Supply",1997,Affordable yet stylish and comfortable.
PROP-0422,House,180161206,Preet Vihar,1,1,3520,"Security, Parking",2006,Affordable yet stylish and comfortable.
PROP-0423,Apartment,175292469,Karol Bagh,3,3,3369,"Clubhouse, Gym, Parking",1991,Affordable yet stylish and comfortable.
PROP-0424,Condo,10617027,Connaught Place,6,2,3137,"Lift, Gym, Parking",2015,Affordable yet stylish and comfortable.
PROP-0425,Villa,197821704,Saket,1,3,3351,"Swimming Pool, Parking, Lift",2023,"Ideal for families, located in a prime area."
PROP-0426,Villa,136479110,Karol Bagh,2,1,1934,"Clubhouse, Parking, Power Backup, Swimming Pool, 24/7 Water Supply",2002,Spacious and well-lit with modern amenities.
PROP-0427,Condo,108230042,Preet Vihar,3,3,1824,"Swimming Pool, Gym, 24/7 Water Supply, Parking",1991,Newly renovated with smart home features.
PROP-0428,House,60055436,Lajpat Nagar,2,3,1866,"Clubhouse, Gym, Parking",2022,Affordable yet stylish and comfortable.
PROP-0429,Apartment,55335283,South Extension,3,3,866,"Parking, Security, 24/7 Water Supply, Power Backup",2008,Luxury property with top-notch features.
PROP-0430,Villa,62312279,Karol Bagh,5,3,2668,"Gym, Garden, Swimming Pool, Security, 24/7 Water Supply",2017,Luxury property with top-notch features.
PROP-0431,Apartment,199064926,Connaught Place,4,4,3188,"Power Backup, Lift",2005,"Ideal for families, located in a prime area."
PROP-0432,House,103245133,Vasant Kunj,4,2,1648,"Clubhouse, Lift, Garden",1980,Newly renovated with smart home features.
PROP-0433,House,94663826,Lajpat Nagar,1,2,1988,"Security, Gym, Lift",1991,"Ideal for families, located in a prime area."
PROP-0434,Condo,6236448,Rohini,1,1,2289,"Gym, Garden, Lift, Security",2019,A cozy home with a stunning view.
PROP-0435,House,119065154,Connaught Place,1,2,3402,"Parking, Gym, Lift, Swimming Pool, Power Backup",2018,Newly renovated with smart home features.
PROP-0436,Condo,184779536,Rohini,4,2,1482,"Swimming Pool, Lift",2020,Affordable yet stylish and comfortable.
PROP-0437,House,132027164,Lajpat Nagar,1,3,2005,"Garden, Lift, Power Backup, Parking, Swimming Pool",1985,"Ideal for families, located in a prime area."
PROP-0438,Villa,161150860,Greater Kailash,3,1,2463,"Clubhouse, Power Backup, Swimming Pool, 24/7 Water Supply",1980,Luxury property with top-notch features.
PROP-0439,House,90317477,Karol Bagh,1,1,1368,"Lift, Power Backup, Clubhouse",2005,Newly renovated with smart home features.
PROP-0440,House,164325578,Saket,4,1,1239,"Garden, Power Backup, Clubhouse, Lift, Security",1990,Newly renovated with smart home features.
PROP-0441,Condo,111947138,Dwarka,2,4,1273,"Power Backup, Garden, Swimming Pool",1989,Newly renovated with smart home features.
PROP-0442,Condo,145124524,Preet Vihar,3,1,2320,"Garden, Swimming Pool, Power Backup, Clubhouse, Security",2005,"Ideal for families, located in a prime area."
PROP-0443,Apartment,4773627,South Extension,6,2,1414,"Lift, Garden, Clubhouse, Power Backup",2008,Newly renovated with smart home features.
PROP-0444,House,157850283,Dwarka,4,4,1475,"Garden, 24/7 Water Supply, Gym, Parking, Security",2004,Newly renovated with smart home features.
PROP-0445,Villa,9876816,Saket,2,2,896,"24/7 Water Supply, Gym",2017,"Ideal for families, located in a prime area."
PROP-0446,Condo,27411359,Greater Kailash,5,4,3410,"Security, Lift, Swimming Pool, Power Backup, Garden",1984,Affordable yet stylish and comfortable.
PROP-0447,Villa,198431051,Vasant Kunj,4,4,4669,"Security, Parking, Swimming Pool",1992,"Ideal for families, located in a prime area."
PROP-0448,Apartment,157817604,Karol Bagh,4,1,1741,"Clubhouse, 24/7 Water Supply, Power Backup, Lift, Parking",2012,A cozy home with a stunning view.
PROP-0449,Condo,31553834,Preet Vihar,4,3,597,"Power Backup, Security",2017,Newly renovated with smart home features.
PROP-0450,Condo,59968982,Greater Kailash,3,3,2659,"Clubhouse, Security, Swimming Pool",1996,Newly renovated with smart home features.
PROP-0451,House,157066524,Greater Kailash,4,2,3510,"Lift, Garden, Clubhouse, Gym",2023,Luxury property with top-notch features.
PROP-0452,House,89056852,Vasant Kunj,3,2,4029,"Garden, Gym, Parking",2006,Luxury property with top-notch features.
PROP-0453,Apartment,132472608,South Extension,4,2,1573,"Security, Parking",1980,Newly renovated with smart home features.
PROP-0454,Apartment,132197417,Greater Kailash,5,2,513,"Clubhouse, Security",1983,"Ideal for families, located in a prime area."
PROP-0455,Apartment,93125133,South Extension,6,2,1275,"Swimming Pool, Power Backup, Security, 24/7 Water Supply",2015,Newly renovated with smart home features.
PROP-0456,Apartment,176012756,Pitampura,3,2,4801,"Clubhouse, Lift",2003,Spacious and well-lit with modern amenities.
PROP-0457,Apartment,77644410,Connaught Place,2,3,1012,"Security, Power Backup, 24/7 Water Supply",1980,Affordable yet stylish and comfortable.
PROP-0458,Apartment,164626690,Chattarpur,6,2,1500,"Garden, Gym, Swimming Pool, Lift, 24/7 Water Supply",2014,Affordable yet stylish and comfortable.
PROP-0459,Apartment,39712176,Dwarka,5,3,1066,"Garden, Power Backup, Lift",1990,Spacious and well-lit with modern amenities.
PROP-0460,Apartment,7606291,Chattarpur,5,1,1636,"Power Backup, 24/7 Water Supply, Security, Swimming Pool, Clubhouse",2017,Luxury property with top-notch features.
PROP-0461,Apartment,101825041,Preet Vihar,1,2,3460,"Clubhouse, Power Backup, Security",2022,Luxury property with top-notch features.
PROP-0462,Condo,197568903,Karol Bagh,1,1,1247,"Power Backup, Parking, Lift, Security, Swimming Pool",2014,"Ideal for families, located in a prime area."
PROP-0463,Villa,81460279,Connaught Place,4,1,4039,"Power Backup, Parking, Gym",1980,Luxury property with top-notch features.
PROP-0464,Villa,117793062,Saket,1,3,806,"Gym, Parking, Clubhouse, Power Backup",1998,"Ideal for families, located in a prime area."
PROP-0465,Condo,194768687,Vasant Kunj,4,3,3323,"Lift, Swimming Pool, Garden, Parking, Clubhouse",2004,Newly renovated with smart home features.
PROP-0466,Condo,92649007,Preet Vihar,5,3,3373,"Gym, Clubhouse, 24/7 Water Supply",2008,A cozy home with a stunning view.
PROP-0467,House,93223691,Preet Vihar,2,2,3849,"Power Backup, Clubhouse",2016,Spacious and well-lit with modern amenities.
PROP-0468,House,37943969,Saket,3,1,3555,"Garden, Power Backup, Lift",1984,Affordable yet stylish and comfortable.
PROP-0469,Villa,77670391,Preet Vihar,3,4,4913,"24/7 Water Supply, Clubhouse, Garden, Security",2020,Affordable yet stylish and comfortable.
PROP-0470,Condo,138430594,Pitampura,1,3,1399,"Gym, Security, Power Backup, Parking, Swimming Pool",2004,Luxury property with top-notch features.
PROP-0471,Apartment,104597602,Dwarka,3,2,1504,"Gym, Garden, Security, Power Backup",2012,Newly renovated with smart home features.
PROP-0472,Villa,168329578,Rohini,2,1,3771,"24/7 Water Supply, Lift, Swimming Pool",2000,A cozy home with a stunning view.
PROP-0473,House,108354659,Vasant Kunj,3,2,1594,"Lift, Security, Gym, 24/7 Water Supply, Garden",1989,Spacious and well-lit with modern amenities.
PROP-0474,Apartment,87354052,Vasant Kunj,1,3,3123,"Lift, Power Backup",1980,"Ideal for families, located in a prime area."
PROP-0475,Apartment,197293677,Lajpat Nagar,2,3,4177,"24/7 Water Supply, Power Backup",1995,Newly renovated with smart home features.
PROP-0476,Condo,180229605,Pitampura,5,3,3602,"Gym, Parking, Swimming Pool, Power Backup",2008,A cozy home with a stunning view.
PROP-0477,Apartment,184787716,Rohini,4,1,4173,"24/7 Water Supply, Power Backup",2020,Affordable yet stylish and comfortable.
PROP-0478,House,84463828,Saket,1,1,2569,"Garden, Clubhouse, Power Backup, Lift, Parking",1982,A cozy home with a stunning view.
PROP-0479,House,72003538,Karol Bagh,2,2,1023,"Gym, Swimming Pool",1993,"Ideal for families, located in a prime area."
PROP-0480,Villa,174984165,Lajpat Nagar,3,3,4417,"Swimming Pool, Power Backup, Clubhouse, 24/7 Water Supply",1994,Newly renovated with smart home features.
PROP-0481,House,103345896,Lajpat Nagar,4,1,510,"Parking, Lift, Garden, Clubhouse, 24/7 Water Supply",2013,Affordable yet stylish and comfortable.
PROP-0482,Villa,125508752,Rohini,5,4,4335,"Parking, Garden, Clubhouse, Lift, Swimming Pool",2013,Newly renovated with smart home features.
PROP-0483,Apartment,164402945,Greater Kailash,2,4,1922,"Security, Power Backup, 24/7 Water Supply",1981,A cozy home with a stunning view.
PROP-0484,Apartment,134908698,Preet Vihar,4,2,1523,"Gym, Lift, Swimming Pool, Power Backup, Garden",2012,Spacious and well-lit with modern amenities.
PROP-0485,Condo,76627347,Rohini,5,3,4706,"Swimming Pool, Parking, Security, Clubhouse",1988,Affordable yet stylish and comfortable.
PROP-0486,Condo,172360226,Karol Bagh,4,3,1832,"Parking, Power Backup",2012,Affordable yet stylish and comfortable.
PROP-0487,House,55493972,Greater Kailash,3,4,2893,"24/7 Water Supply, Parking, Lift, Clubhouse, Power Backup",2002,"Ideal for families, located in a prime area."
PROP-0488,Villa,59244572,South Extension,6,3,3170,"Garden, Clubhouse, Power Backup, Security",2018,A cozy home with a stunning view.
PROP-0489,Villa,171991215,South Extension,5,2,676,"Swimming Pool, Parking",2002,Newly renovated with smart home features.
PROP-0490,Apartment,44951525,Lajpat Nagar,1,1,1497,"Power Backup, Garden, Lift, 24/7 Water Supply, Swimming Pool",1996,Affordable yet stylish and comfortable.
PROP-0491,Apartment,80555635,Rohini,3,4,2145,"Parking, Security, Power Backup, Clubhouse, Garden",2013,Newly renovated with smart home features.
PROP-0492,Condo,59728938,Lajpat Nagar,3,3,569,"Security, Garden, Lift",1980,Affordable yet stylish and comfortable.
PROP-0493,Villa,49882508,Pitampura,5,4,1143,"Lift, Power Backup, Parking, Swimming Pool",2020,"Ideal for families, located in a prime area."
PROP-0494,House,199017692,Greater Kailash,5,1,3796,"Power Backup, 24/7 Water Supply",1998,"Ideal for families, located in a prime area."
PROP-0495,Condo,32292822,Karol Bagh,2,2,4398,"24/7 Water Supply, Gym, Power Backup",2012,Newly renovated with smart home features.
PROP-0496,Apartment,43499976,Preet Vihar,5,4,4735,"Lift, Garden, 24/7 Water Supply, Security",1993,Luxury property with top-notch features.
PROP-0497,Apartment,9039100,Connaught Place,2,2,912,"Garden, Swimming Pool, 24/7 Water Supply",1990,Newly renovated with smart home features.
PROP-0498,Villa,191420815,Preet Vihar,5,4,3094,"Security, Gym",2018,Luxury property with top-notch features.
PROP-0499,Apartment,71076035,Rohini,3,4,2931,"Swimming Pool, Lift",2012,Spacious and well-lit with modern amenities.
PROP-0500,Condo,100038133,Rohini,6,4,1573,"Gym, Lift, Clubhouse",1985,Luxury property with top-notch features.
PROP-0501,House,190885059,South Extension,3,2,1592,"Security, Power Backup, 24/7 Water Supply",2018,Newly renovated with smart home features.
PROP-0502,Villa,67332437,Dwarka,2,2,3617,"Swimming Pool, Power Backup, Gym",2005,Newly renovated with smart home features.
PROP-0503,House,7064093,Connaught Place,1,3,4335,"Gym, 24/7 Water Supply, Parking",2020,Spacious and well-lit with modern amenities.
PROP-0504,Apartment,16429935,Karol Bagh,6,2,3482,"Gym, Power Backup, Parking",2020,"Ideal for families, located in a prime area."
PROP-0505,Apartment,106014000,Vasant Kunj,1,2,3692,"Lift, Power Backup, Gym",2013,Luxury property with top-notch features.
PROP-0506,House,72581774,Preet Vihar,6,2,4761,"Swimming Pool, Clubhouse, Gym",1985,Newly renovated with smart home features.
PROP-0507,Condo,186759304,Karol Bagh,1,3,2220,"Lift, Power Backup",1982,Newly renovated with smart home features.
PROP-0508,Villa,175174657,Pitampura,2,2,1748,"Gym, Lift, Parking, Swimming Pool",1995,Luxury property with top-notch features.
PROP-0509,Villa,151008808,Chattarpur,4,3,4378,"24/7 Water Supply, Gym, Garden",2012,Newly renovated with smart home features.
PROP-0510,Villa,58442703,Karol Bagh,5,4,572,"Swimming Pool, 24/7 Water Supply, Gym, Power Backup",2012,"Ideal for families, located in a prime area."
PROP-0511,Condo,77666299,Saket,2,2,1225,"Lift, Garden, Parking, Security",1989,Newly renovated with smart home features.
PROP-0512,House,41648750,Pitampura,3,3,824,"Power Backup, Garden, 24/7 Water Supply, Gym",1994,Spacious and well-lit with modern amenities.
PROP-0513,Condo,61371673,Chattarpur,4,4,1325,"24/7 Water Supply, Parking, Swimming Pool, Gym, Security",2012,Newly renovated with smart home features.
PROP-0514,Condo,55712947,Pitampura,2,3,3781,"Swimming Pool, 24/7 Water Supply, Power Backup, Parking",2004,Newly renovated with smart home features.
PROP-0515,Condo,76547207,Connaught Place,4,4,625,"Gym, Power Backup",2005,Affordable yet stylish and comfortable.
PROP-0516,Villa,173564131,Lajpat Nagar,5,4,2548,"Power Backup, Garden, Swimming Pool, Clubhouse, Security",1992,Luxury property with top-notch features.
PROP-0517,House,179275782,Connaught Place,1,4,4615,"Gym, Security",2012,A cozy home with a stunning view.
PROP-0518,Apartment,183227729,Dwarka,6,3,3874,"Swimming Pool, Gym, Parking, Lift",1987,"Ideal for families, located in a prime area."
PROP-0519,Apartment,101176247,Lajpat Nagar,5,1,4927,"Swimming Pool, Gym, 24/7 Water Supply",1993,Newly renovated with smart home features.
PROP-0520,Apartment,42920253,Pitampura,4,2,2928,"Garden, Parking, Power Backup, Lift",1993,A cozy home with a stunning view.
PROP-0521,Apartment,114749350,Preet Vihar,1,2,3753,"24/7 Water Supply, Swimming Pool, Gym, Garden, Lift",2006,Luxury property with top-notch features.
PROP-0522,Apartment,85461200,Lajpat Nagar,3,2,4851,"Lift, 24/7 Water Supply, Parking, Clubhouse, Swimming Pool",2018,"Ideal for families, located in a prime area."
PROP-0523,House,75403811,Lajpat Nagar,6,4,3948,"24/7 Water Supply, Gym",2019,"Ideal for families, located in a prime area."
PROP-0524,Condo,123303812,Greater Kailash,5,1,817,"24/7 Water Supply, Power Backup, Lift, Gym",1995,A cozy home with a stunning view.
PROP-0525,Villa,129368399,Karol Bagh,5,4,620,"Garden, Power Backup, Clubhouse, 24/7 Water Supply, Security",2007,Newly renovated with smart home features.
PROP-0526,Apartment,89344304,Karol Bagh,4,3,3261,"24/7 Water Supply, Lift, Swimming Pool",1991,Affordable yet stylish and comfortable.
PROP-0527,House,71112106,Vasant Kunj,4,4,4693,"Garden, Clubhouse, 24/7 Water Supply, Parking, Security",2002,Affordable yet stylish and comfortable.
PROP-0528,House,103990044,Preet Vihar,5,2,2614,"Gym, Garden, Clubhouse, Parking, Power Backup",2012,Luxury property with top-notch features.
PROP-0529,House,12651433,Connaught Place,2,3,3656,"Lift, Gym",2009,Newly renovated with smart home features.
PROP-0530,House,122233932,Preet Vihar,5,1,4709,"Lift, Swimming Pool, 24/7 Water Supply, Garden",2022,Newly renovated with smart home features.
PROP-0531,Villa,143058034,Rohini,4,2,693,"Garden, Security, Clubhouse, Swimming Pool, Power Backup",1982,Newly renovated with smart home features.
PROP-0532,Condo,41760226,Preet Vihar,6,2,2870,"Swimming Pool, Lift, Power Backup, Parking",1997,Spacious and well-lit with modern amenities.
PROP-0533,House,174351496,Dwarka,3,3,3733,"Lift, Garden, Gym, 24/7 Water Supply, Security",2006,Luxury property with top-notch features.
PROP-0534,House,30102359,Preet Vihar,2,3,4400,"Clubhouse, Swimming Pool, 24/7 Water Supply",2019,Newly renovated with smart home features.
PROP-0535,Condo,196142093,Chattarpur,1,3,2159,"Security, 24/7 Water Supply, Clubhouse",1992,A cozy home with a stunning view.
PROP-0536,House,41329334,Dwarka,5,2,1723,"Gym, Lift, Parking",2012,A cozy home with a stunning view.
PROP-0537,Villa,127243232,South Extension,2,3,962,"Swimming Pool, Parking, Lift, Clubhouse, Power Backup",1998,Affordable yet stylish and comfortable.
PROP-0538,Condo,149631287,Greater Kailash,4,4,3089,"Swimming Pool, Parking, Security",1981,Spacious and well-lit with modern amenities.
PROP-0539,House,68708020,Rohini,6,3,3909,"Clubhouse, Parking, Gym, Lift",1984,Affordable yet stylish and comfortable.
PROP-0540,Condo,182957060,Rohini,5,1,2709,"Power Backup, Swimming Pool, Security, Lift, Garden",1983,A cozy home with a stunning view.
PROP-0541,Apartment,99566765,South Extension,5,2,4370,"Parking, Security, Lift",1990,A cozy home with a stunning view.
PROP-0542,House,122686800,Preet Vihar,6,3,4543,"Security, Clubhouse, Lift, Gym",1988,A cozy home with a stunning view.
PROP-0543,Condo,57517105,Greater Kailash,2,2,1982,"Lift, Gym, 24/7 Water Supply, Power Backup",2010,Affordable yet stylish and comfortable.
PROP-0544,House,28019142,Lajpat Nagar,6,1,1570,"Lift, Garden, Clubhouse, Parking, 24/7 Water Supply",2014,Spacious and well-lit with modern amenities.
PROP-0545,Villa,48705538,Connaught Place,2,4,2498,"Power Backup, Garden, Security, Clubhouse",2007,Affordable yet stylish and comfortable.
PROP-0546,House,73519335,Connaught Place,5,4,3031,"Clubhouse, 24/7 Water Supply, Gym",2007,A cozy home with a stunning view.
PROP-0547,Condo,173730806,Dwarka,1,4,3990,"Parking, Clubhouse",2021,Newly renovated with smart home features.
PROP-0548,Condo,175797178,Dwarka,2,4,2619,"Swimming Pool, Clubhouse",1995,Newly renovated with smart home features.
PROP-0549,Villa,62788463,South Extension,1,4,3885,"Lift, Clubhouse",2008,"Ideal for families, located in a prime area."
PROP-0550,Condo,48524166,South Extension,5,3,3442,"Garden, Security, Swimming Pool, Clubhouse",1999,A cozy home with a stunning view.
PROP-0551,Condo,118956631,South Extension,3,2,3913,"Clubhouse, Gym",2000,"Ideal for families, located in a prime area."
PROP-0552,Condo,118407543,Dwarka,5,1,2526,"Lift, Security, Power Backup",1992,Spacious and well-lit with modern amenities.
PROP-0553,House,171294928,Lajpat Nagar,2,2,4969,"Parking, Swimming Pool",1998,Newly renovated with smart home features.
PROP-0554,House,176315658,Rohini,6,1,691,"Power Backup, Lift, 24/7 Water Supply, Swimming Pool",1991,A cozy home with a stunning view.
PROP-0555,House,128940529,Chattarpur,5,2,3764,"Power Backup, Security, 24/7 Water Supply, Garden",1991,Spacious and well-lit with modern amenities.
PROP-0556,Condo,143901124,Greater Kailash,1,1,1609,"Power Backup, Security, Swimming Pool, Gym",2002,A cozy home with a stunning view.
PROP-0557,Condo,91523694,Preet Vihar,1,2,1885,"Garden, Swimming Pool",1981,"Ideal for families, located in a prime area."
PROP-0558,Condo,164023610,Dwarka,1,1,2562,"Power Backup, 24/7 Water Supply, Clubhouse",2007,Luxury property with top-notch features.
PROP-0559,House,90785264,Chattarpur,4,2,2304,"Power Backup, 24/7 Water Supply, Garden",2007,Spacious and well-lit with modern amenities.
PROP-0560,Condo,7012375,Vasant Kunj,6,2,3304,"Security, Parking",2010,Luxury property with top-notch features.
PROP-0561,House,166260470,Preet Vihar,6,4,537,"Swimming Pool, 24/7 Water Supply, Security, Clubhouse",2018,A cozy home with a stunning view.
PROP-0562,House,104461689,Vasant Kunj,4,2,3327,"Gym, Clubhouse",2019,Affordable yet stylish and comfortable.
PROP-0563,Villa,106871523,South Extension,6,4,690,"Lift, Garden, Power Backup, 24/7 Water Supply",2013,Spacious and well-lit with modern amenities.
PROP-0564,Condo,72093379,Vasant Kunj,1,2,3305,"Parking, 24/7 Water Supply",2015,"Ideal for families, located in a prime area."
PROP-0565,Apartment,140587723,Rohini,1,1,3935,"Gym, 24/7 Water Supply, Clubhouse, Security, Lift",2006,Newly renovated with smart home features.
PROP-0566,Apartment,77776448,Greater Kailash,4,4,630,"Lift, Gym",2016,Luxury property with top-notch features.
PROP-0567,Condo,93263700,Pitampura,5,2,4707,"Parking, Gym, Lift, 24/7 Water Supply, Swimming Pool",2000,Luxury property with top-notch features.
PROP-0568,Villa,143582883,South Extension,4,2,4720,"Swimming Pool, Garden, Lift, Power Backup",1980,Affordable yet stylish and comfortable.
PROP-0569,Condo,115418870,Pitampura,3,4,1370,"Gym, 24/7 Water Supply, Clubhouse",1992,"Ideal for families, located in a prime area."
PROP-0570,Apartment,167242020,South Extension,4,2,2298,"Garden, Clubhouse",2018,Affordable yet stylish and comfortable.
PROP-0571,Condo,179251225,Dwarka,6,3,3819,"Clubhouse, Security, 24/7 Water Supply, Lift",1983,A cozy home with a stunning view.
PROP-0572,Apartment,26081262,Dwarka,6,2,3816,"Lift, Security, Clubhouse, Swimming Pool, 24/7 Water Supply",2020,Newly renovated with smart home features.
PROP-0573,House,83930542,Saket,3,4,2652,"Clubhouse, Parking, Power Backup, Gym",2000,Luxury property with top-notch features.
PROP-0574,House,27659606,Connaught Place,4,3,2457,"Parking, Swimming Pool, Security, Clubhouse, Garden",2011,"Ideal for families, located in a prime area."
PROP-0575,Apartment,37322569,Saket,3,4,2932,"Parking, Security",2000,A cozy home with a stunning view.
PROP-0576,Apartment,72694039,Preet Vihar,1,2,4772,"Security, Garden, Parking",1998,"Ideal for families, located in a prime area."
PROP-0577,Apartment,104537045,Pitampura,4,2,2293,"Security, Power Backup, Swimming Pool, Parking",2020,Newly renovated with smart home features.
PROP-0578,Villa,183710403,Vasant Kunj,3,3,2165,"Parking, 24/7 Water Supply, Swimming Pool, Clubhouse, Garden",2013,Affordable yet stylish and comfortable.
PROP-0579,Villa,87911836,Chattarpur,3,4,2049,"Parking, Security",1981,Affordable yet stylish and comfortable.
PROP-0580,Apartment,19155976,Rohini,4,3,1281,"Parking, Lift, Swimming Pool, Garden, Power Backup",1998,Spacious and well-lit with modern amenities.
PROP-0581,House,114863488,Rohini,3,1,3848,"Gym, Clubhouse, 24/7 Water Supply, Lift, Swimming Pool",2000,Newly renovated with smart home features.
PROP-0582,House,126055487,South Extension,1,1,1808,"Clubhouse, Garden, Swimming Pool, Gym",2000,Newly renovated with smart home features.
PROP-0583,Condo,132712651,Vasant Kunj,6,4,4031,"Power Backup, Clubhouse, Garden, Security, Lift",2008,Affordable yet stylish and comfortable.
PROP-0584,House,183807784,Connaught Place,6,3,3444,"24/7 Water Supply, Gym, Clubhouse, Lift",1986,A cozy home with a stunning view.
PROP-0585,House,179108294,Saket,4,2,2371,"Gym, Swimming Pool",1996,Spacious and well-lit with modern amenities.
PROP-0586,Condo,184811713,Rohini,1,1,1233,"Garden, Security, Lift",1984,"Ideal for families, located in a prime area."
PROP-0587,Condo,148429642,Greater Kailash,6,3,3071,"Lift, Swimming Pool, Gym",1988,Luxury property with top-notch features.
PROP-0588,Villa,7184769,Vasant Kunj,1,3,4977,"Swimming Pool, Gym, Power Backup, Lift, Security",2014,Spacious and well-lit with modern amenities.
PROP-0589,House,91195326,Lajpat Nagar,5,1,2208,"Parking, Swimming Pool, 24/7 Water Supply, Power Backup, Security",2000,"Ideal for families, located in a prime area."
PROP-0590,Condo,142748999,Saket,1,4,4546,"Garden, Swimming Pool, Power Backup, 24/7 Water Supply, Lift",1984,Affordable yet stylish and comfortable.
PROP-0591,Villa,23813006,Preet Vihar,5,2,2193,"Security, Gym, Garden, Swimming Pool",1997,Newly renovated with smart home features.
PROP-0592,Condo,119165929,Dwarka,3,2,2785,"Power Backup, Lift",1986,Affordable yet stylish and comfortable.
PROP-0593,Apartment,81397377,Rohini,2,4,1999,"24/7 Water Supply, Gym, Lift, Swimming Pool",2013,Affordable yet stylish and comfortable.
PROP-0594,Apartment,147497461,Pitampura,4,2,3542,"Garden, Power Backup, Gym",1992,Newly renovated with smart home features.
PROP-0595,Apartment,31778274,Greater Kailash,5,3,3005,"Garden, Swimming Pool",2003,Affordable yet stylish and comfortable.
PROP-0596,Apartment,133102159,Preet Vihar,1,1,3520,"Garden, Power Backup",1986,Luxury property with top-notch features.
PROP-0597,House,72795139,Chattarpur,6,1,1152,"Lift, Clubhouse",1982,"Ideal for families, located in a prime area."
PROP-0598,House,25858882,Rohini,6,4,1512,"Garden, Swimming Pool, Lift, 24/7 Water Supply, Clubhouse",1994,"Ideal for families, located in a prime area."
PROP-0599,House,99667707,Greater Kailash,1,1,748,"Garden, 24/7 Water Supply",2015,Luxury property with top-notch features.
PROP-0600,Apartment,62069083,Pitampura,3,2,651,"Security, Parking, Gym",2018,Affordable yet stylish and comfortable.
PROP-0601,Condo,80724863,Greater Kailash,5,2,1315,"Lift, Parking, Power Backup, Garden, Swimming Pool",1993,Spacious and well-lit with modern amenities.
PROP-0602,House,66450439,Dwarka,1,2,1395,"Security, Lift, Garden, Parking",2001,Spacious and well-lit with modern amenities.
PROP-0603,Apartment,125771689,Karol Bagh,2,4,4471,"Security, Swimming Pool, Power Backup",1980,"Ideal for families, located in a prime area."
PROP-0604,Apartment,11426900,South Extension,1,2,778,"Power Backup, Gym, Clubhouse, Swimming Pool",1991,A cozy home with a stunning view.
PROP-0605,Condo,83599191,Connaught Place,1,2,1554,"Lift, Parking, Power Backup, 24/7 Water Supply, Swimming Pool",1984,Luxury property with top-notch features.
PROP-0606,House,145132925,Vasant Kunj,3,2,1193,"Power Backup, Lift, Gym",1981,Affordable yet stylish and comfortable.
PROP-0607,Apartment,132609065,Pitampura,4,2,2393,"Clubhouse, Power Backup, Swimming Pool, Garden",1981,"Ideal for families, located in a prime area."
PROP-0608,House,86549693,Preet Vihar,1,4,2684,"Security, Garden, Clubhouse, 24/7 Water Supply",2010,"Ideal for families, located in a prime area."
PROP-0609,Apartment,113747268,Chattarpur,1,3,2580,"24/7 Water Supply, Parking, Power Backup",1998,A cozy home with a stunning view.
PROP-0610,Villa,80019006,South Extension,3,2,1620,"Lift, Swimming Pool",2009,Affordable yet stylish and comfortable.
PROP-0611,Condo,59371579,Saket,5,2,2729,"Security, Swimming Pool, Parking",2015,Luxury property with top-notch features.
PROP-0612,Villa,18704733,Dwarka,3,1,1124,"Gym, 24/7 Water Supply",2008,Luxury property with top-notch features.
PROP-0613,Apartment,57988119,Connaught Place,1,1,2243,"Swimming Pool, Parking, Clubhouse, Gym",2019,Spacious and well-lit with modern amenities.
PROP-0614,Condo,146353882,Dwarka,6,4,1646,"Gym, Parking, Security, Swimming Pool",2016,Spacious and well-lit with modern amenities.
PROP-0615,Apartment,28353476,Karol Bagh,5,1,3920,"Parking, 24/7 Water Supply, Clubhouse, Security, Swimming Pool",2008,Affordable yet stylish and comfortable.
PROP-0616,Villa,28010715,Karol Bagh,1,1,598,"Lift, Clubhouse, Garden, Security",1998,Luxury property with top-notch features.
PROP-0617,Apartment,37825054,Karol Bagh,5,4,720,"Power Backup, Parking, Security, Gym, Clubhouse",1985,A cozy home with a stunning view.
PROP-0618,Condo,5211070,Preet Vihar,1,2,897,"Lift, Gym, Power Backup, Swimming Pool, Parking",1980,Spacious and well-lit with modern amenities.
PROP-0619,Villa,73519506,Lajpat Nagar,2,3,4500,"Power Backup, 24/7 Water Supply",2016,"Ideal for families, located in a prime area."
PROP-0620,House,145115416,Saket,5,4,3221,"Gym, Parking, Power Backup",1997,"Ideal for families, located in a prime area."
PROP-0621,Apartment,131794138,Chattarpur,5,2,4655,"Clubhouse, Lift",1983,Spacious and well-lit with modern amenities.
PROP-0622,Villa,105482269,Preet Vihar,6,4,2752,"Security, Gym, Clubhouse, 24/7 Water Supply",1985,A cozy home with a stunning view.
PROP-0623,Villa,120866340,South Extension,1,3,2640,"Garden, 24/7 Water Supply, Security",2019,"Ideal for families, located in a prime area."
